"STATE_NAME","STATEFP","COUNTYFP","FIPS","NAME"
"Alabama","01","107","01107","Pickens"
"Alabama","01","109","01109","Pike"
"Alabama","01","111","01111","Randolph"
"Alabama","01","113","01113","Russell"
"Alabama","01","117","01117","Shelby"
"Alabama","01","115","01115","St. Clair"
"Alabama","01","119","01119","Sumter"
"Alabama","01","121","01121","Talladega"
"Alabama","01","123","01123","Tallapoosa"
"Alabama","01","125","01125","Tuscaloosa"
"Alabama","01","127","01127","Walker"
"Alabama","01","129","01129","Washington"
"Alabama","01","131","01131","Wilcox"
"Alabama","01","133","01133","Winston"
"Connecticut","09","110","09110","Capitol"
"Connecticut","09","120","09120","Greater Bridgeport"
"Connecticut","09","130","09130","Lower Connecticut River Valley"
"Connecticut","09","140","09140","Naugatuck Valley"
"Connecticut","09","150","09150","Northeastern Connecticut"
"Connecticut","09","160","09160","Northwest Hills"
"Connecticut","09","170","09170","South Central Connecticut"
"Connecticut","09","180","09180","Southeastern Connecticut"
"Connecticut","09","190","09190","Western Connecticut"
"Delaware","10","001","10001","Kent"
"Delaware","10","003","10003","New Castle"
"Delaware","10","005","10005","Sussex"
"Florida","12","001","12001","Alachua"
"Florida","12","003","12003","Baker"
"Florida","12","005","12005","Bay"
"Florida","12","007","12007","Bradford"
"Florida","12","009","12009","Brevard"
"Florida","12","011","12011","Broward"
"Florida","12","013","12013","Calhoun"
"Florida","12","015","12015","Charlotte"
"Florida","12","017","12017","Citrus"
"Florida","12","019","12019","Clay"
"Florida","12","021","12021","Collier"
"Florida","12","023","12023","Columbia"
"Florida","12","027","12027","DeSoto"
"Florida","12","029","12029","Dixie"
"Florida","12","031","12031","Duval"
"Florida","12","033","12033","Escambia"
"Florida","12","035","12035","Flagler"
"Florida","12","037","12037","Franklin"
"Florida","12","039","12039","Gadsden"
"Florida","12","041","12041","Gilchrist"
"Florida","12","043","12043","Glades"
"Florida","12","045","12045","Gulf"
"Florida","12","047","12047","Hamilton"
"Florida","12","049","12049","Hardee"
"Florida","12","051","12051","Hendry"
"Florida","12","053","12053","Hernando"
"Florida","12","055","12055","Highlands"
"Florida","12","057","12057","Hillsborough"
"Florida","12","059","12059","Holmes"
"Florida","12","061","12061","Indian River"
"Florida","12","063","12063","Jackson"
"Florida","12","065","12065","Jefferson"
"Florida","12","067","12067","Lafayette"
"Florida","12","069","12069","Lake"
"Florida","12","071","12071","Lee"
"Florida","12","073","12073","Leon"
"Florida","12","075","12075","Levy"
"Florida","12","077","12077","Liberty"
"Florida","12","079","12079","Madison"
"Florida","12","081","12081","Manatee"
"Florida","12","083","12083","Marion"
"Florida","12","085","12085","Martin"
"Florida","12","086","12086","Miami-Dade"
"Florida","12","087","12087","Monroe"
"Florida","12","089","12089","Nassau"
"Florida","12","091","12091","Okaloosa"
"Florida","12","093","12093","Okeechobee"
"Florida","12","095","12095","Orange"
"Florida","12","097","12097","Osceola"
"Florida","12","099","12099","Palm Beach"
"Florida","12","101","12101","Pasco"
"Florida","12","103","12103","Pinellas"
"Florida","12","105","12105","Polk"
"Florida","12","107","12107","Putnam"
"Florida","12","113","12113","Santa Rosa"
"Florida","12","115","12115","Sarasota"
"Florida","12","117","12117","Seminole"
"Florida","12","109","12109","St. Johns"
"Florida","12","111","12111","St. Lucie"
"Florida","12","119","12119","Sumter"
"Florida","12","121","12121","Suwannee"
"Florida","12","123","12123","Taylor"
"Florida","12","125","12125","Union"
"Florida","12","127","12127","Volusia"
"Florida","12","129","12129","Wakulla"
"Florida","12","131","12131","Walton"
"Florida","12","133","12133","Washington"
"Georgia","13","001","13001","Appling"
"Georgia","13","003","13003","Atkinson"
"Georgia","13","005","13005","Bacon"
"Georgia","13","007","13007","Baker"
"Georgia","13","009","13009","Baldwin"
"Georgia","13","011","13011","Banks"
"Georgia","13","013","13013","Barrow"
"Georgia","13","015","13015","Bartow"
"Georgia","13","017","13017","Ben Hill"
"Georgia","13","019","13019","Berrien"
"Georgia","13","021","13021","Bibb"
"Georgia","13","023","13023","Bleckley"
"Georgia","13","025","13025","Brantley"
"Georgia","13","027","13027","Brooks"
"Georgia","13","029","13029","Bryan"
"Georgia","13","031","13031","Bulloch"
"Georgia","13","033","13033","Burke"
"Georgia","13","035","13035","Butts"
"Georgia","13","037","13037","Calhoun"
"Georgia","13","039","13039","Camden"
"Georgia","13","043","13043","Candler"
"Georgia","13","045","13045","Carroll"
"Georgia","13","047","13047","Catoosa"
"Georgia","13","049","13049","Charlton"
"Georgia","13","051","13051","Chatham"
"Georgia","13","053","13053","Chattahoochee"
"Georgia","13","055","13055","Chattooga"
"Georgia","13","057","13057","Cherokee"
"Georgia","13","059","13059","Clarke"
"Georgia","13","061","13061","Clay"
"Georgia","13","063","13063","Clayton"
"Georgia","13","065","13065","Clinch"
"Georgia","13","067","13067","Cobb"
"Georgia","13","069","13069","Coffee"
"Georgia","13","071","13071","Colquitt"
"Georgia","13","073","13073","Columbia"
"Georgia","13","075","13075","Cook"
"Georgia","13","077","13077","Coweta"
"Georgia","13","079","13079","Crawford"
"Georgia","13","081","13081","Crisp"
"Georgia","13","083","13083","Dade"
"Georgia","13","085","13085","Dawson"
"Georgia","13","089","13089","DeKalb"
"Georgia","13","087","13087","Decatur"
"Georgia","13","091","13091","Dodge"
"Georgia","13","093","13093","Dooly"
"Georgia","13","095","13095","Dougherty"
"Georgia","13","097","13097","Douglas"
"Georgia","13","099","13099","Early"
"Georgia","13","101","13101","Echols"
"Georgia","13","103","13103","Effingham"
"Georgia","13","105","13105","Elbert"
"Georgia","13","107","13107","Emanuel"
"Georgia","13","109","13109","Evans"
"Georgia","13","111","13111","Fannin"
"Georgia","13","113","13113","Fayette"
"Georgia","13","115","13115","Floyd"
"Georgia","13","117","13117","Forsyth"
"Georgia","13","119","13119","Franklin"
"Georgia","13","121","13121","Fulton"
"Georgia","13","123","13123","Gilmer"
"Georgia","13","125","13125","Glascock"
"Georgia","13","127","13127","Glynn"
"Georgia","13","129","13129","Gordon"
"Georgia","13","131","13131","Grady"
"Georgia","13","133","13133","Greene"
"Georgia","13","135","13135","Gwinnett"
"Georgia","13","137","13137","Habersham"
"Georgia","13","139","13139","Hall"
"Georgia","13","141","13141","Hancock"
"Georgia","13","143","13143","Haralson"
"Georgia","13","145","13145","Harris"
"Georgia","13","147","13147","Hart"
"Georgia","13","149","13149","Heard"
"Georgia","13","151","13151","Henry"
"Georgia","13","153","13153","Houston"
"Georgia","13","155","13155","Irwin"
"Georgia","13","157","13157","Jackson"
"Georgia","13","159","13159","Jasper"
"Georgia","13","161","13161","Jeff Davis"
"Georgia","13","163","13163","Jefferson"
"Georgia","13","165","13165","Jenkins"
"Georgia","13","167","13167","Johnson"
"Georgia","13","169","13169","Jones"
"Georgia","13","171","13171","Lamar"
"Georgia","13","173","13173","Lanier"
"Georgia","13","175","13175","Laurens"
"Georgia","13","177","13177","Lee"
"Georgia","13","179","13179","Liberty"
"Georgia","13","181","13181","Lincoln"
"Georgia","13","183","13183","Long"
"Georgia","13","185","13185","Lowndes"
"Georgia","13","187","13187","Lumpkin"
"Georgia","13","193","13193","Macon"
"Georgia","13","195","13195","Madison"
"Georgia","13","197","13197","Marion"
"Georgia","13","189","13189","McDuffie"
"Georgia","13","191","13191","McIntosh"
"Georgia","13","199","13199","Meriwether"
"Georgia","13","201","13201","Miller"
"Georgia","13","205","13205","Mitchell"
"Georgia","13","207","13207","Monroe"
"Georgia","13","209","13209","Montgomery"
"Georgia","13","211","13211","Morgan"
"Georgia","13","213","13213","Murray"
"Georgia","13","215","13215","Muscogee"
"Georgia","13","217","13217","Newton"
"Georgia","13","219","13219","Oconee"
"Georgia","13","221","13221","Oglethorpe"
"Georgia","13","223","13223","Paulding"
"Georgia","13","225","13225","Peach"
"Georgia","13","227","13227","Pickens"
"Georgia","13","229","13229","Pierce"
"Georgia","13","231","13231","Pike"
"Georgia","13","233","13233","Polk"
"Georgia","13","235","13235","Pulaski"
"Georgia","13","237","13237","Putnam"
"Georgia","13","239","13239","Quitman"
"Georgia","13","241","13241","Rabun"
"Georgia","13","243","13243","Randolph"
"Georgia","13","245","13245","Richmond"
"Georgia","13","247","13247","Rockdale"
"Georgia","13","249","13249","Schley"
"Georgia","13","251","13251","Screven"
"Georgia","13","253","13253","Seminole"
"Georgia","13","255","13255","Spalding"
"Georgia","13","257","13257","Stephens"
"Georgia","13","259","13259","Stewart"
"Georgia","13","261","13261","Sumter"
"Georgia","13","263","13263","Talbot"
"Georgia","13","265","13265","Taliaferro"
"Georgia","13","267","13267","Tattnall"
"Georgia","13","269","13269","Taylor"
"Georgia","13","271","13271","Telfair"
"Georgia","13","273","13273","Terrell"
"Georgia","13","275","13275","Thomas"
"Georgia","13","277","13277","Tift"
"Georgia","13","279","13279","Toombs"
"Georgia","13","281","13281","Towns"
"Georgia","13","283","13283","Treutlen"
"Georgia","13","285","13285","Troup"
"Georgia","13","287","13287","Turner"
"Georgia","13","289","13289","Twiggs"
"Georgia","13","291","13291","Union"
"Georgia","13","293","13293","Upson"
"Georgia","13","295","13295","Walker"
"Georgia","13","297","13297","Walton"
"Georgia","13","299","13299","Ware"
"Georgia","13","301","13301","Warren"
"Georgia","13","303","13303","Washington"
"Georgia","13","305","13305","Wayne"
"Georgia","13","307","13307","Webster"
"Georgia","13","309","13309","Wheeler"
"Georgia","13","311","13311","White"
"Georgia","13","313","13313","Whitfield"
"Georgia","13","315","13315","Wilcox"
"Georgia","13","317","13317","Wilkes"
"Georgia","13","319","13319","Wilkinson"
"Georgia","13","321","13321","Worth"
"Louisiana","22","001","22001","Acadia"
"Louisiana","22","003","22003","Allen"
"Louisiana","22","005","22005","Ascension"
"Louisiana","22","007","22007","Assumption"
"Louisiana","22","009","22009","Avoyelles"
"Louisiana","22","011","22011","Beauregard"
"Louisiana","22","013","22013","Bienville"
"Louisiana","22","015","22015","Bossier"
"Louisiana","22","017","22017","Caddo"
"Louisiana","22","019","22019","Calcasieu"
"Louisiana","22","021","22021","Caldwell"
"Louisiana","22","023","22023","Cameron"
"Louisiana","22","025","22025","Catahoula"
"Louisiana","22","027","22027","Claiborne"
"Louisiana","22","029","22029","Concordia"
"Louisiana","22","031","22031","De Soto"
"Louisiana","22","033","22033","East Baton Rouge"
"Louisiana","22","035","22035","East Carroll"
"Louisiana","22","037","22037","East Feliciana"
"Louisiana","22","039","22039","Evangeline"
"Louisiana","22","041","22041","Franklin"
"Louisiana","22","043","22043","Grant"
"Louisiana","22","045","22045","Iberia"
"Louisiana","22","047","22047","Iberville"
"Louisiana","22","049","22049","Jackson"
"Louisiana","22","051","22051","Jefferson"
"Louisiana","22","053","22053","Jefferson Davis"
"Louisiana","22","059","22059","LaSalle"
"Louisiana","22","055","22055","Lafayette"
"Louisiana","22","057","22057","Lafourche"
"Louisiana","22","061","22061","Lincoln"
"Louisiana","22","063","22063","Livingston"
"Louisiana","22","065","22065","Madison"
"Louisiana","22","067","22067","Morehouse"
"Louisiana","22","069","22069","Natchitoches"
"Louisiana","22","071","22071","Orleans"
"Louisiana","22","073","22073","Ouachita"
"Louisiana","22","075","22075","Plaquemines"
"Louisiana","22","077","22077","Pointe Coupee"
"Louisiana","22","079","22079","Rapides"
"Louisiana","22","081","22081","Red River"
"Louisiana","22","083","22083","Richland"
"Louisiana","22","085","22085","Sabine"
"Louisiana","22","087","22087","St. Bernard"
"Louisiana","22","089","22089","St. Charles"
"Louisiana","22","091","22091","St. Helena"
"Louisiana","22","093","22093","St. James"
"Louisiana","22","095","22095","St. John the Baptist"
"Louisiana","22","097","22097","St. Landry"
"Louisiana","22","099","22099","St. Martin"
"Louisiana","22","101","22101","St. Mary"
"Louisiana","22","103","22103","St. Tammany"
"Louisiana","22","105","22105","Tangipahoa"
"Louisiana","22","107","22107","Tensas"
"Louisiana","22","109","22109","Terrebonne"
"Louisiana","22","111","22111","Union"
"Louisiana","22","113","22113","Vermilion"
"Louisiana","22","115","22115","Vernon"
"Louisiana","22","117","22117","Washington"
"Louisiana","22","119","22119","Webster"
"Louisiana","22","121","22121","West Baton Rouge"
"Louisiana","22","123","22123","West Carroll"
"Louisiana","22","125","22125","West Feliciana"
"Louisiana","22","127","22127","Winn"
"Maine","23","001","23001","Androscoggin"
"Maine","23","003","23003","Aroostook"
"Maine","23","005","23005","Cumberland"
"Maine","23","007","23007","Franklin"
"Maine","23","009","23009","Hancock"
"Maine","23","011","23011","Kennebec"
"Maine","23","013","23013","Knox"
"Maine","23","015","23015","Lincoln"
"Maine","23","017","23017","Oxford"
"Maine","23","019","23019","Penobscot"
"Maine","23","021","23021","Piscataquis"
"Maine","23","023","23023","Sagadahoc"
"Maine","23","025","23025","Somerset"
"Maine","23","027","23027","Waldo"
"Maine","23","029","23029","Washington"
"Maine","23","031","23031","York"
"Maryland","24","001","24001","Allegany"
"Maryland","24","003","24003","Anne Arundel"
"Maryland","24","510","24510","Baltimore"
"Maryland","24","005","24005","Baltimore"
"Maryland","24","009","24009","Calvert"
"Maryland","24","011","24011","Caroline"
"Maryland","24","013","24013","Carroll"
"Maryland","24","015","24015","Cecil"
"Maryland","24","017","24017","Charles"
"Maryland","24","019","24019","Dorchester"
"Maryland","24","021","24021","Frederick"
"Maryland","24","023","24023","Garrett"
"Maryland","24","025","24025","Harford"
"Maryland","24","027","24027","Howard"
"Maryland","24","029","24029","Kent"
"Maryland","24","031","24031","Montgomery"
"Maryland","24","033","24033","Prince George's"
"Maryland","24","035","24035","Queen Anne's"
"Maryland","24","039","24039","Somerset"
"Maryland","24","037","24037","St. Mary's"
"Maryland","24","041","24041","Talbot"
"Maryland","24","043","24043","Washington"
"Maryland","24","045","24045","Wicomico"
"Maryland","24","047","24047","Worcester"
"Massachusetts","25","001","25001","Barnstable"
"Massachusetts","25","003","25003","Berkshire"
"Massachusetts","25","005","25005","Bristol"
"Massachusetts","25","007","25007","Dukes"
"Massachusetts","25","009","25009","Essex"
"Massachusetts","25","011","25011","Franklin"
"Massachusetts","25","013","25013","Hampden"
"Massachusetts","25","015","25015","Hampshire"
"Massachusetts","25","017","25017","Middlesex"
"Massachusetts","25","019","25019","Nantucket"
"Massachusetts","25","021","25021","Norfolk"
"Massachusetts","25","023","25023","Plymouth"
"Massachusetts","25","025","25025","Suffolk"
"Massachusetts","25","027","25027","Worcester"
"Mississippi","28","001","28001","Adams"
"Mississippi","28","003","28003","Alcorn"
"Mississippi","28","005","28005","Amite"
"Mississippi","28","007","28007","Attala"
"Mississippi","28","009","28009","Benton"
"Mississippi","28","011","28011","Bolivar"
"Mississippi","28","013","28013","Calhoun"
"Mississippi","28","015","28015","Carroll"
"Mississippi","28","017","28017","Chickasaw"
"Mississippi","28","019","28019","Choctaw"
"Mississippi","28","021","28021","Claiborne"
"Mississippi","28","023","28023","Clarke"
"Mississippi","28","025","28025","Clay"
"Mississippi","28","027","28027","Coahoma"
"Mississippi","28","029","28029","Copiah"
"Mississippi","28","031","28031","Covington"
"Mississippi","28","033","28033","DeSoto"
"Mississippi","28","035","28035","Forrest"
"Mississippi","28","037","28037","Franklin"
"Mississippi","28","039","28039","George"
"Mississippi","28","041","28041","Greene"
"Mississippi","28","043","28043","Grenada"
"Mississippi","28","045","28045","Hancock"
"Mississippi","28","047","28047","Harrison"
"Mississippi","28","049","28049","Hinds"
"Mississippi","28","051","28051","Holmes"
"Mississippi","28","053","28053","Humphreys"
"Mississippi","28","055","28055","Issaquena"
"Mississippi","28","057","28057","Itawamba"
"Mississippi","28","059","28059","Jackson"
"Mississippi","28","061","28061","Jasper"
"Mississippi","28","063","28063","Jefferson"
"Mississippi","28","065","28065","Jefferson Davis"
"Mississippi","28","067","28067","Jones"
"Mississippi","28","069","28069","Kemper"
"Mississippi","28","071","28071","Lafayette"
"Mississippi","28","073","28073","Lamar"
"Mississippi","28","075","28075","Lauderdale"
"Mississippi","28","077","28077","Lawrence"
"Mississippi","28","079","28079","Leake"
"Mississippi","28","081","28081","Lee"
"Mississippi","28","083","28083","Leflore"
"Mississippi","28","085","28085","Lincoln"
"Mississippi","28","087","28087","Lowndes"
"Mississippi","28","089","28089","Madison"
"Mississippi","28","091","28091","Marion"
"Mississippi","28","093","28093","Marshall"
"Mississippi","28","095","28095","Monroe"
"Mississippi","28","097","28097","Montgomery"
"Mississippi","28","099","28099","Neshoba"
"Mississippi","28","101","28101","Newton"
"Mississippi","28","103","28103","Noxubee"
"Mississippi","28","105","28105","Oktibbeha"
"Mississippi","28","107","28107","Panola"
"Mississippi","28","109","28109","Pearl River"
"Mississippi","28","111","28111","Perry"
"Mississippi","28","113","28113","Pike"
"Mississippi","28","115","28115","Pontotoc"
"Mississippi","28","117","28117","Prentiss"
"Mississippi","28","119","28119","Quitman"
"Mississippi","28","121","28121","Rankin"
"Mississippi","28","123","28123","Scott"
"Mississippi","28","125","28125","Sharkey"
"Mississippi","28","127","28127","Simpson"
"Mississippi","28","129","28129","Smith"
"Mississippi","28","131","28131","Stone"
"Mississippi","28","133","28133","Sunflower"
"Mississippi","28","135","28135","Tallahatchie"
"Mississippi","28","137","28137","Tate"
"Mississippi","28","139","28139","Tippah"
"Mississippi","28","141","28141","Tishomingo"
"Mississippi","28","143","28143","Tunica"
"Mississippi","28","145","28145","Union"
"Mississippi","28","147","28147","Walthall"
"Mississippi","28","149","28149","Warren"
"Mississippi","28","151","28151","Washington"
"Mississippi","28","153","28153","Wayne"
"Mississippi","28","155","28155","Webster"
"Mississippi","28","157","28157","Wilkinson"
"Mississippi","28","159","28159","Winston"
"Mississippi","28","161","28161","Yalobusha"
"Mississippi","28","163","28163","Yazoo"
"New Hampshire","33","001","33001","Belknap"
"New Hampshire","33","003","33003","Carroll"
"New Hampshire","33","005","33005","Cheshire"
"New Hampshire","33","007","33007","Coos"
"New Hampshire","33","009","33009","Grafton"
"New Hampshire","33","011","33011","Hillsborough"
"New Hampshire","33","013","33013","Merrimack"
"New Hampshire","33","015","33015","Rockingham"
"New Hampshire","33","017","33017","Strafford"
"New Hampshire","33","019","33019","Sullivan"
"New Jersey","34","001","34001","Atlantic"
"New Jersey","34","003","34003","Bergen"
"New Jersey","34","005","34005","Burlington"
"New Jersey","34","007","34007","Camden"
"New Jersey","34","009","34009","Cape May"
"New Jersey","34","011","34011","Cumberland"
"New Jersey","34","013","34013","Essex"
"New Jersey","34","015","34015","Gloucester"
"New Jersey","34","017","34017","Hudson"
"New Jersey","34","019","34019","Hunterdon"
"New Jersey","34","021","34021","Mercer"
"New Jersey","34","023","34023","Middlesex"
"New Jersey","34","025","34025","Monmouth"
"New Jersey","34","027","34027","Morris"
"New Jersey","34","029","34029","Ocean"
"New Jersey","34","031","34031","Passaic"
"New Jersey","34","033","34033","Salem"
"New Jersey","34","035","34035","Somerset"
"New Jersey","34","037","34037","Sussex"
"New Jersey","34","039","34039","Union"
"New Jersey","34","041","34041","Warren"
"New York","36","001","36001","Albany"
"New York","36","003","36003","Allegany"
"New York","36","005","36005","Bronx"
"New York","36","007","36007","Broome"
"New York","36","009","36009","Cattaraugus"
"New York","36","011","36011","Cayuga"
"New York","36","013","36013","Chautauqua"
"New York","36","015","36015","Chemung"
"New York","36","017","36017","Chenango"
"New York","36","019","36019","Clinton"
"New York","36","021","36021","Columbia"
"New York","36","023","36023","Cortland"
"New York","36","025","36025","Delaware"
"New York","36","027","36027","Dutchess"
"New York","36","029","36029","Erie"
"New York","36","031","36031","Essex"
"New York","36","033","36033","Franklin"
"New York","36","035","36035","Fulton"
"New York","36","037","36037","Genesee"
"New York","36","039","36039","Greene"
"New York","36","041","36041","Hamilton"
"New York","36","043","36043","Herkimer"
"New York","36","045","36045","Jefferson"
"New York","36","047","36047","Kings"
"New York","36","049","36049","Lewis"
"New York","36","051","36051","Livingston"
"New York","36","053","36053","Madison"
"New York","36","055","36055","Monroe"
"New York","36","057","36057","Montgomery"
"New York","36","059","36059","Nassau"
"New York","36","061","36061","New York"
"New York","36","063","36063","Niagara"
"New York","36","065","36065","Oneida"
"New York","36","067","36067","Onondaga"
"New York","36","069","36069","Ontario"
"New York","36","071","36071","Orange"
"New York","36","073","36073","Orleans"
"New York","36","075","36075","Oswego"
"New York","36","077","36077","Otsego"
"New York","36","079","36079","Putnam"
"New York","36","081","36081","Queens"
"New York","36","083","36083","Rensselaer"
"New York","36","085","36085","Richmond"
"New York","36","087","36087","Rockland"
"New York","36","091","36091","Saratoga"
"New York","36","093","36093","Schenectady"
"New York","36","095","36095","Schoharie"
"New York","36","097","36097","Schuyler"
"New York","36","099","36099","Seneca"
"New York","36","089","36089","St. Lawrence"
"New York","36","101","36101","Steuben"
"New York","36","103","36103","Suffolk"
"New York","36","105","36105","Sullivan"
"New York","36","107","36107","Tioga"
"New York","36","109","36109","Tompkins"
"New York","36","111","36111","Ulster"
"New York","36","113","36113","Warren"
"New York","36","115","36115","Washington"
"New York","36","117","36117","Wayne"
"New York","36","119","36119","Westchester"
"New York","36","121","36121","Wyoming"
"New York","36","123","36123","Yates"
"North Carolina","37","001","37001","Alamance"
"North Carolina","37","003","37003","Alexander"
"North Carolina","37","005","37005","Alleghany"
"North Carolina","37","007","37007","Anson"
"North Carolina","37","009","37009","Ashe"
"North Carolina","37","011","37011","Avery"
"North Carolina","37","013","37013","Beaufort"
"North Carolina","37","015","37015","Bertie"
"North Carolina","37","017","37017","Bladen"
"North Carolina","37","019","37019","Brunswick"
"North Carolina","37","021","37021","Buncombe"
"North Carolina","37","023","37023","Burke"
"North Carolina","37","025","37025","Cabarrus"
"North Carolina","37","027","37027","Caldwell"
"North Carolina","37","029","37029","Camden"
"North Carolina","37","031","37031","Carteret"
"North Carolina","37","033","37033","Caswell"
"North Carolina","37","035","37035","Catawba"
"North Carolina","37","037","37037","Chatham"
"North Carolina","37","039","37039","Cherokee"
"North Carolina","37","041","37041","Chowan"
"North Carolina","37","043","37043","Clay"
"North Carolina","37","045","37045","Cleveland"
"North Carolina","37","047","37047","Columbus"
"North Carolina","37","049","37049","Craven"
"North Carolina","37","051","37051","Cumberland"
"North Carolina","37","053","37053","Currituck"
"North Carolina","37","055","37055","Dare"
"North Carolina","37","057","37057","Davidson"
"North Carolina","37","059","37059","Davie"
"North Carolina","37","061","37061","Duplin"
"North Carolina","37","063","37063","Durham"
"North Carolina","37","065","37065","Edgecombe"
"North Carolina","37","067","37067","Forsyth"
"North Carolina","37","069","37069","Franklin"
"North Carolina","37","071","37071","Gaston"
"North Carolina","37","073","37073","Gates"
"North Carolina","37","075","37075","Graham"
"North Carolina","37","077","37077","Granville"
"North Carolina","37","079","37079","Greene"
"North Carolina","37","081","37081","Guilford"
"North Carolina","37","083","37083","Halifax"
"North Carolina","37","085","37085","Harnett"
"North Carolina","37","087","37087","Haywood"
"North Carolina","37","089","37089","Henderson"
"North Carolina","37","091","37091","Hertford"
"North Carolina","37","093","37093","Hoke"
"North Carolina","37","095","37095","Hyde"
"North Carolina","37","097","37097","Iredell"
"North Carolina","37","099","37099","Jackson"
"North Carolina","37","101","37101","Johnston"
"North Carolina","37","103","37103","Jones"
"North Carolina","37","105","37105","Lee"
"North Carolina","37","107","37107","Lenoir"
"North Carolina","37","109","37109","Lincoln"
"North Carolina","37","113","37113","Macon"
"North Carolina","37","115","37115","Madison"
"North Carolina","37","117","37117","Martin"
"North Carolina","37","111","37111","McDowell"
"North Carolina","37","119","37119","Mecklenburg"
"North Carolina","37","121","37121","Mitchell"
"North Carolina","37","123","37123","Montgomery"
"North Carolina","37","125","37125","Moore"
"North Carolina","37","127","37127","Nash"
"North Carolina","37","129","37129","New Hanover"
"North Carolina","37","131","37131","Northampton"
"North Carolina","37","133","37133","Onslow"
"North Carolina","37","135","37135","Orange"
"North Carolina","37","137","37137","Pamlico"
"North Carolina","37","139","37139","Pasquotank"
"North Carolina","37","141","37141","Pender"
"North Carolina","37","143","37143","Perquimans"
"North Carolina","37","145","37145","Person"
"North Carolina","37","147","37147","Pitt"
"North Carolina","37","149","37149","Polk"
"North Carolina","37","151","37151","Randolph"
"North Carolina","37","153","37153","Richmond"
"North Carolina","37","155","37155","Robeson"
"North Carolina","37","157","37157","Rockingham"
"North Carolina","37","159","37159","Rowan"
"North Carolina","37","161","37161","Rutherford"
"North Carolina","37","163","37163","Sampson"
"North Carolina","37","165","37165","Scotland"
"North Carolina","37","167","37167","Stanly"
"North Carolina","37","169","37169","Stokes"
"North Carolina","37","171","37171","Surry"
"North Carolina","37","173","37173","Swain"
"North Carolina","37","175","37175","Transylvania"
"North Carolina","37","177","37177","Tyrrell"
"North Carolina","37","179","37179","Union"
"North Carolina","37","181","37181","Vance"
"North Carolina","37","183","37183","Wake"
"North Carolina","37","185","37185","Warren"
"North Carolina","37","187","37187","Washington"
"North Carolina","37","189","37189","Watauga"
"North Carolina","37","191","37191","Wayne"
"North Carolina","37","193","37193","Wilkes"
"North Carolina","37","195","37195","Wilson"
"North Carolina","37","197","37197","Yadkin"
"North Carolina","37","199","37199","Yancey"
"Pennsylvania","42","001","42001","Adams"
"Pennsylvania","42","003","42003","Allegheny"
"Pennsylvania","42","005","42005","Armstrong"
"Pennsylvania","42","007","42007","Beaver"
"Pennsylvania","42","009","42009","Bedford"
"Pennsylvania","42","011","42011","Berks"
"Pennsylvania","42","013","42013","Blair"
"Pennsylvania","42","015","42015","Bradford"
"Pennsylvania","42","017","42017","Bucks"
"Pennsylvania","42","019","42019","Butler"
"Pennsylvania","42","021","42021","Cambria"
"Pennsylvania","42","023","42023","Cameron"
"Pennsylvania","42","025","42025","Carbon"
"Pennsylvania","42","027","42027","Centre"
"Pennsylvania","42","029","42029","Chester"
"Pennsylvania","42","031","42031","Clarion"
"Pennsylvania","42","033","42033","Clearfield"
"Pennsylvania","42","035","42035","Clinton"
